name,date,val2024_all,val2024_R,val2024_F,val2022_all,val2022_R,val2022_F,baseline,verdict,public,note
sj_e2var,2026-08-28,877.4,,,2484.5,,,sj_grid_w060,채택,,"[sj_final] [항목B/E2-var] 상보 표본가중 재학습. 학습행 OOF 를 3시드로 만들어 **시드 간 표준편차**로 가중을 준다 (alpha 0.15, 가중 [0.85,1.77], OOF 보유 50.6%). ★오차가중은 잡음을 좇아 무너지지만(cb2 단독 -214~-14238) 시드분산은 **라벨을 보지 않아** 그 함정이 없다 — 인식적 불확실성만 겨냥한다. 배포 계기(원시·고정가중 .7103/.2356/.0693) val2024 874.3->877.4 (+3.1) · val2022 2484.2->2484.5 (+0.3) 관문통과. 환산율 0.94 -> Public 예상 1083.3. ★추론 비용 +0 (같은 CatBoost, 하이퍼·시드수 동일). alpha 0.15~0.5 가 전부 +3 언저리라 그 안은 시드잡음이고, 0.15 는 관문을 통과하는 값 중 2024 이득이 최대. 정직 월전방분할 역방향 이득이 모든 alpha 에서 +12.0~13.4 로 일관"
sj_e2var_alpha_sweep,2026-08-28,,,,,,,sj_grid_w060,참고,,[sj_final] E2/var alpha 스윕 (배포 계기 Δval2024/Δval2022): 0.15 +3.1/+0.3 · 0.25 +2.4/+1.1 · 0.35 +2.6/-0.6 · 0.50 +3.9/-1.2 · 1.00 +0.4/-6.0 · 2.00 -7.4/-24.2. 0.5 를 넘으면 급격히 무너진다 — 가중이 세지면 시드분산이 큰 행이 곧 표본이 적은 행이라 과적합으로 넘어간다. ★환산자 확립: 리더보드 검증된 d5->d6 가 이 계기에서 val2024 +4.0 -> Public +3.71 (환산율 0.94). 그 d5->d6 자체가 이 계기의 val2022 에서 -1.7 이었으므로 **관문은 반드시 같은 계기 안에서 읽어야 한다** — 보정된 계기에서는 +0.0 으로 보였다
sj_stdmlp,2026-08-28,916.0,,,2353.1,,,sj_grid_w060,채택,,[sj_final] [축2] ★mlp 를 **로버스트 z 점수 + id_freq 176열**로 재학습 + cb 상보가중(sj_e2var) + 내부가중 재적합. 배포 순서 재현(모델별 apply_calibration 후 확률결합) val2024 893.7->916.0 (+22.3) · val2022 2342.1->2353.1 (+11.0). 환산율 0.834. ★+22.3 은 두 성분이다: 모델교체(가중고정) +13.2 · 내부가중 재적합 +9.1. 모델 성분이 더 믿을 만하다(리더보드 검증된 종류). 가중 성분은 제출2 선례상 val Δ 만큼 다 오지 않는다(+2.53). -> Public 보수 1091 / 낙관 1099. 이중보정 확인: 원시 ft 로 대조해도 모델 성분 +11.9 로 결론 불변. ★기전: 분위수-순위 변환은 **순서만 남기고 크기를 버린다** — 트리도 순서만 쓰므로 순위 MLP 는 cb 와 정보가 겹쳐 가중 0.00 이었다. 크기를 보존하니 0.16 이 붙는다. id_freq 를 넣는 것만으로는(q64:176) 효과 0 — 바뀌어야 하는 건 피처가 아니라 **표현**이었다. 이제 셋이 서로 다른 표현을 본다 (cb 원시값 / ft 분위수순위 / mlp z점수). 새 w cb .7432 / ft .1598 / mlp .1646 (합 1.0676) — cw 내부는 합 제약이 해롭다(합=1 정규화가 val2022 -8.1). 검증: 전처리 학습vs추론 0.000e+00 · 행독립성 0.000e+00 · d_in 352. mlp 추론 +4.8%
sj_prep_axis,2026-08-28,,,,,,,cb+ft 2멤버,참고,,"[sj_final] [축2] prep 변환 x id_freq 교차 (원시·월전방분할, w(mlp) 기준): q64:168 0.00 · q64:176 0.00 · q256:176 0.00 · gauss:176 0.00 · **std:176 0.15 (2024정 +12.3 / 2024역 +6.1 / 2022 -0.2)**. 순위 계열은 분해능(64->256)을 올리거나 정규화(gauss)해도 전부 0 이다 — 문제는 해상도가 아니라 **크기를 버리는 것** 자체다. ★이 축은 원래 'mlp 를 빼는 게 이득이라 대상 소멸' 로 쳐냈던 것인데, 원시 계기로 mlp 가 완전히 죽어 있음을 확인하고 다시 열어서 캠페인 최대 이득이 나왔다"
sj_route_F,2026-08-28,,,,,,,sj_stdmlp,기각(생존하나 소이득),,"[sj_final] [항목E] F 부분군 라우팅 — hw 의 보고(F 에서 이득 +56.1)를 새 멤버(sj_stdmlp 모듈)로 재판정. ★부분군 단독이 극적이다: F 에서 hw 614.8 vs cw 462.4 (hw 가 +152). F 상관도 rho(cw,sj3way) 0.6438 로 팀 최저. 그런데 F 에 hw 편입은 정방향 +8.7 / **역방향 -5.9** 로 기각. yn 은 +2.3 / -14.2. ★역방향 검정 유효성 확인: F행이 적합월 17,256 / 평가월 12,754 로 충분하고 F 성공률도 분할 간 +0.0014 로 안정적이다 (R 은 -0.0113). 즉 실패는 표본 부족이 아니라 실체다 — F 최적 가중이 시간을 못 건넌다. R/F 라우팅 자체는 lam 0.3~0.7 수축으로 양방향 생존(+0.8/+2.3)하나 이득이 작고, 결합부가 asof_pitcher_n 에 하드코딩돼 game_type 으로 바꾸는 스크립트 수정이 필요해 미채택"
sj_axis6_279union,2026-08-28,,,,,,,,기각(미실행 확정),,"[sj_final] [축6] 279 ∪ 168 합집합 — **실행하지 않고 닫는다.** 계획서(§29.2)가 이미 '기대부호는 마이너스' + '정렬 예산 초과 시 버린다' 단서를 달았고, 이번 캠페인이 근거를 셋 더 얹었다. (1) ★저장소 내 직접 증거 — REVIEW_2026-08-24.md:312 '피처를 186~279개에서 100개로 줄여도 성능이 같다(861.5 vs 860.9). 정보가 이미 포화'. 즉 279 의 여분 피처에는 정보가 없다. (2) §26 에서 cw 원자 5종을 sj 279 로 이식해 5/5 기각 (cw_count_tendency 는 챔피언 구성요소인데도 -8.0). (3) 이번 실측 피처 전이율 0.06 (val +21 -> Public +1.33). (4) ★[축2] 결론 — 다양성은 피처가 아니라 **표현**에서 온다. id_freq 를 mlp 에 넣는 것만으론 효과 0(q64:176), z 점수로 표현을 바꾸니 +12.3. 축6 의 전제(피처를 합치면 덜 상관된 cw 가 된다)는 방향이 반대다 — 두 트랙에 같은 피처를 먹이면 두 모델이 **더** 닮는다. 비용도 확인: X279 행렬이 로컬에 없고(X168.npy 만 존재) 생성 코드는 claude/src/ 에 흩어져 있어 재생성 + row_id 정렬이 필요하다"
sj_ft_axis,2026-08-28,919.5,,,2349.3,,,sj_stdmlp,기각,,[sj_final] [항목F] ft x id_freq x 표현. ★단독은 크게 오르는데 **결합 이득이 0**이다. 원시 단독 val2024/val2022: q64:168(현행) 755.6/2328.5 · q64:176 733.8/2362.2 · **std:176 777.6/2370.1**. std:176 이 두 폴드 모두 최고(+22.0/+41.6)인데 배포 순서 결합에서 Δ24 -0.1 · Δ22 +0.3 로 무효. ★기전: **표현 레버는 한 멤버가 그 표현을 잡으면 소진된다.** std_mlp 이 이미 z 점수 표현을 담당하므로 ft 를 z 점수로 바꿔도 중복이다 (ft 가중 0.156->0.180 으로 거의 안 움직임). 다양성 이득은 **표현당 한 번**이지 멤버당 한 번이 아니다. id_freq 만 넣는 것(q64:176)은 val2024 -21.8 로 오히려 해롭다 — mlp 때와 같다
sj_axis7_recheck,2026-08-28,,,,,,,,방법론 정정,,"[sj_final] [축7 재검증] ★★ 캠페인 내내 판정 근거로 쓴 '단독~rho(cb) 상관 = +0.994, 21멤버' 는 **오염의 산물**이다. 원시 예측으로 재보니 rho 가 0.75~1.00 으로 넓게 퍼진다: cb_raw176 1.0000 · lgb_raw176 0.9122 · mlp_std176 0.8924 · mlp_q64_176 0.8752 · lin_std176 0.7510. 모든 멤버를 같은 평가 폴드 기저율과 최적 스케일로 보정하면(run_arm.calib) 서로 닮아 보인다. ★그러나 **rho 가 낮다고 좋은 것도 아니다** — 4번째 멤버로 넣어보면 rho 최저인 lin_std176 이 가중 -0.014 로 사실상 0 이고 Δ24 +0.7 / Δ22 -1.1. lgb_raw176 +0.6/-1.6 · mlp_q64_176 -0.8/-0.5 · ft_std176 +0.2/-1.2. **넷 다 무효.** 그리고 채택된 std_mlp 은 q64_mlp 보다 rho 가 **더 높다**(0.8924 vs 0.8752). -> 결합 유용성을 예측하는 것은 rho 가 아니라 **다른 멤버가 구조적으로 접근할 수 없는 정보를 담은 표현**이다"
sj_3member_saturated,2026-08-28,919.6,,,2349.0,,,,확인,,"[sj_final] cw 3멤버 구성이 **포화**다. cb(원시값·트리) + ft(분위수순위·NN) + mlp(z점수·NN) 로 표현 축이 한 번씩 다 덮인다. 4번째를 무엇으로 넣어도(선형/LGB/다른 전처리 NN) Δ24 ±0.8 · Δ22 전부 음수. ★두 법칙: (1) 다양성은 피처가 아니라 **표현**에서 온다 (id_freq 만 넣으면 효과 0, z점수로 바꾸면 +12.3) (2) **표현 레버는 한 멤버가 그 표현을 잡으면 소진된다** (ft 를 z점수로 바꿔도 std_mlp 과 중복이라 이득 0). 다양성 이득은 **표현당 한 번**이지 멤버당 한 번이 아니다"
sj_rep4_relational,2026-08-28,,,,,,,sj_stdmlp(3멤버),기각(소이득),,"[sj_final] [네번째 표현축] 관계적 표현 — 투수별 z 점수(그 투수 자신의 분포 대비 특이도). 현행 3멤버는 전부 **행 단위 단조 변환**(원시값/순위/z점수)이라, 단조가 아닌 축을 시험했다. 투수별 통계는 학습행에서만 만든 룩업이라 행 독립적이다(id_freq 와 같은 구조). ★rho 0.3960 으로 **이번 캠페인 최저** — 관계적 표현이 구조적으로 다른 정보인 것은 확인됐다. 그러나 단독이 -535.6 으로 붕괴한다: 투수별 정규화가 **성공을 예측하는 정보 자체(투수의 수준)를 지운다**. 수준을 되살린 pzc(전역z 352열 + 투수별z 177열 = 529 입력)는 두 폴드 다 양수(Δ24 +0.5 / Δ22 +0.4, 가중 0.041)지만 1 BSS 미만으로 잡음 수준. 단조 대조군 plog 는 Δ24 +2.6 / Δ22 -0.3, 가중 -0.069 로 역시 무효. ★법칙 정밀화: **다른 표현이면서 단독 신호도 있어야 한다.** std_mlp 은 둘 다였고(668.3 + 다른 표현) pz 는 표현만 다르다. (주: 첫 실행은 MIN_N 미만 투수가 mean=0/std=1 초기값을 받아 z 가 아닌 원시값이 섞이는 버그가 있었다. 전역 상수로 채우도록 고쳐 재실행한 값이 위 수치다 — pzc 단독이 -611.7 -> -199.5 로 개선됐고 두 Δ 가 양수로 바뀌었다)"
sj_atoms_recheck,2026-08-28,919.9,,,2349.4,,,id_freq 단독,확인(현행 최적),,"[sj_final] [축1 재판정] preprocess_lab/RESULTS.md 가 '1위 조합 id_frequency+temporal_cyclic+trackman_quality = +16.52, 단독 id_frequency +7.94 — 조합이 두 배를 넘겼다' 고 적었는데 배포본엔 id_freq 하나뿐이라, 깨끗한 계기로 재판정. ★결과: **id_freq 단독이 최선.** cb단독24 / Δ24 / Δ22 = id_freq 856.4/기준/기준 · +temporal 840.7/-2.9/**-54.2** · +tm_quality 854.5/-0.7/-0.2 · +temporal+tm_quality 842.1/-1.4/**-44.5** · +context 847.9/-0.7/-36.8 · +rate_geom+tm_quality 851.1/-2.6/+0.8. ★범인은 temporal 이다 — 들어간 arm 전부가 val2022 에서 -37~-54. 월/요일 sin·cos 와 '남은 연·월' 은 **절대 시간 정보**라 시즌을 건너뛰지 못한다 (학습 2019~2021 -> 평가 2022, 그 사이 COVID 시즌이 낀다). 랩은 fold2024 만 봤고 **2022 비하락 관문이 그걸 잡았다** — d6_l3k 때와 같은 구조다. 부수: 랩의 id_frequency 는 '빈도 인코딩 + 원본 제거' 인데 이 포팅본은 8열을 더하고 원본을 유지한다 — 다른 변환이다"
sj_aug_mask,2026-08-28,,,,,,,E2_var cb (증강 없음),기각,,"[sj_final] [마스킹 증강] three_way/NEXT_PLAN.md 의 '원본을 덮어쓰면 손해, 원본+마스킹 사본을 함께 학습하면 이득' (reverse clip995 로 f23 853.0->868.7)을 성공 타깃에 이식. 동기: id_freq 이득의 실체가 'val2024 행의 19.86% 가 학습에 없던 투수' 인데 id_freq 는 그 상황을 **표시만** 하고 대처를 학습시키진 않는다. asof_pitcher_* 16열을 지운 사본을 20/40% 덧붙여 학습. ★기각: Δ24/Δ22 = mask_p20 -3.9/-21.6 · mask_p40 -8.5/-20.4 · mask_pb20 -4.9/-20.9. 비율이 클수록 더 나쁘다(단조). ★기전: 이력을 지운 사본은 **이력이 없는데 라벨은 그 투수의 진짜 실력을 반영**한다. 모델이 '실력 정보 없이 실력에 좌우되는 결과를 맞혀라' 를 배우니 잡음을 학습한다. id_freq 가 성공한 것은 상황을 표시만 하고 **학습 신호를 건드리지 않기** 때문이다. (원 실측의 clip995 는 극단값 클리핑이지 이력 마스킹이 아니고 대상도 reverse way 였다 — 다른 것이다)"
sj_s31_protocol,2026-08-28,914.0,,,2359.9,,,sj_stdmlp,방법론 검증,,"[sj_final] [S7/§31] 계획서가 지정한 결합층 규약 fit(val2022)->동결->eval(val2024) 로 재판정. 지금까지는 월 전방분할(시즌 **내부** 전이)로 판정해왔는데 §31 이 요구한 것은 **시즌 전이**이고 배포 구조에 더 가깝다. ★자기 검증: 제출본 가중(두 폴드 평균 .7432/.1598/.1646)은 val2024 를 포함해 적합했으므로 eval2024 919.0 이 §31 정직 가중(.8554/.1387/.0801) 의 914.0 보다 **+5.0 부풀려져 있다.** -> 보고한 +22.3 은 정직하게는 ~+17 이다 (모델 성분 +13.2 는 고정가중이라 오염 없음, 가중 성분 +9.1 -> ~+4). ★그러나 **배포 가중은 바꾸지 않는다** — §31 규칙은 판정 규약이지 배포 상수 결정 규칙이 아니고, 2022 는 구조 단절 이전(F 성공률 0.71 vs 2024 의 0.46)이라 2025 예측에 쓸 레짐이 아니다. 두 폴드가 mlp 가중에 크게 이견을 보인다(2022 적합 0.080 vs 2024 적합 0.274) — 새 std_mlp 을 2022 는 덜 신뢰한다"
sj_ptype_bucket,2026-08-28,,,,,,,전역 단일 가중,기각(소이득),,"[sj_final] [S7/§31] '가중치는 전역 단일값이 아니라 **구종별로** 다르게 탐색한다' — 계획서의 미실행 항목. ★원본 데이터에 실제 던진 구종 열이 없다 (asof_pitcher_{fastball,breaking,offspeed}_rate 성향만 있다). 그래서 **투수 주무기**(세 성향의 argmax)로 조작화했다 — as-of 값이라 행 독립적이다. 분포 fold2024: fastball 91.0% / breaking 7.1% / offspeed 1.9%. 판정(fit2022->eval2024 / 역방향): lam=0.3 +0.4/+0.8 · lam=0.5 +0.1/+1.3 · lam=0.7 -0.7/+1.8 · lam=1.0 -2.7/+2.5. 수축 없이는 정방향이 음수다. **볼카운트·R/F·투구표본수와 완전히 같은 패턴** — 수축하면 겨우 살지만 1 BSS 미만. 칸별 가중은 크게 갈린다(breaking 은 cb .480/mlp .365, fastball 은 cb .875/mlp .066)나 breaking 이 7% 라 전이가 안 된다"
sj_s8_gates,2026-08-28,,,,,,,sj_stdmlp,통과,,"[sj_final] [S8] 계획서 §32 의 마지막 배치 — 3관문(timeit/check_rules/verify)을 **전체 파이프라인을 실제로 돌려** 판정. check_submit.py 는 정적 검사라 '행 독립성은 판정할 수 없다' 고 스스로 적어뒀는데, 여기서 실행해서 판정했다. ★(1) 행 독립성 — 규정 기준 그대로 'test 에 1행만 있을 때 vs 전체' 비교. 최대절대차 **4.3e-09**. cw README 가 우려한 fp16 오차(2.8e-05)보다 4자리 작은 fp32 누적순서 잡음이다. 통과. ★(2) 베이스율 — 최종 평균 0.476804 vs target_rate 0.474695, 차 +0.0021 -> 최대 손실 ~1.8점(K=401,000). 제출1 의 +0.0039 보다 개선됐다. ★(3) 시간 — 같은 조건 로컬 실측으로 환산: sj_idfreq 298초(서버 실측 388초) vs sj_stdmlp 314초. 비율 1.054 -> **서버 예상 409초/600초** (여유 191초). depth6 cb + mlp 352입력의 비용이 예산 안이다. 모사 test 는 train.csv 2024 행으로 만들었고 열 이름만 커밋된 5행 샘플 헤더에서 가져왔다 — 실제 테스트 규모는 가정하지 않았다"
sj_weight_minimax,2026-08-28,919.0,,,2350.8,,,sj_stdmlp,확인(헤지 불필요),,"[sj_final] 모델 카드가 '이 제출본의 가장 큰 불확실성' 이라 적은 것 — 두 폴드가 mlp 가중에 크게 이견을 보인다 (2022 적합 0.080 vs 2024 적합 0.274) — 을 해소했다. 두 적합값 사이를 t 로 훑어 **각 폴드 최고 대비 최악 손실**을 쟀다. t=0.000(2022) 손실 6.67 · t=0.375 **2.94(최소)** · t=0.500 4.23 · t=1.000(2024) 11.00. ★제출본 가중(.7432/.1598/.1646)은 t=0.45 로 **이미 최악 손실 최소점 위에 있다** (최적 t=0.375 대비 손실 차 0.6). 두 폴드 평균이 우연이 아니라 미니맥스 해에 자연스럽게 수렴했다. **헤지 제출본을 만들 이유가 없다.** 고원(t 0.25~0.50, 손실 2.94~4.23)이 넓어 이 구간 안의 선택은 무차별하다"
ye_hand_champion,2026-08-28,574.7,,,1839.3,,,,기각(멤버로),,"[ye 재현 · sj 실행] cowork/ye/champion_structural_improvement.ipynb 의 M0_HAND_CHAMPION 을 **직접 재현**했다. '팀원에게 요청할 것' 으로 미뤄뒀던 항목인데, 노트북에 코드가 전부 있어(출력만 지워지고 모델은 맥 로컬 경로) 재현이 가능했다. platoon/hand 중심 CatBoostClassifier(300 iter · lr .05 · depth 6 · Logloss), 60피처, walk-forward folds=[(seasons[:i], seasons[i])] — 우리 폴드와 같다. 3시드. 원본과 다르게 한 곳: global_means 를 폴드마다 학습 시즌에서만 뽑았다(원본은 train 전체 — 정직한 OOF 용도라 더 엄격하게). ★단독 val2024 574.7 / val2022 1839.3. 보정이 안 돼 있다 — val2024 평균예측 0.4996 vs 실제 0.4861 (+0.0135, K기준 ~73점). 같은 calib 을 걸면 650.7 로 **+76.0** (팀 최대 보정 이득)"
sj_team_final,2026-08-28,,,,,,,cw+sj3way,확정,,"[sj_final] 팀 결합 멤버 최종 확정 — **cw + sj3way 둘뿐이다.** 다섯 후보를 전원 같은 calib 으로 공평하게 월전방분할 양방향 판정: cw+sj3way 736.2/1076.7 이 최고이고 hw·yn·ye 는 **전부 가중 0.00**. 넣으면 역방향이 떨어진다 (ye 추가 시 1076.7 -> 1062.5). ★rho(cw): ye **0.7952** (팀 최저) · sj3way 0.8916 · yn 0.9015 · hw 0.9037. **팀에서 가장 탈상관인 ye 가 가중 0 이다** — 단독이 574.7 로 신호가 부족하기 때문. lin_std176(rho 0.751, 가중 -0.014) · pz(rho 0.396, 가중 -0.022) 에 이은 **세 번째 확인**: 결합 유용성을 예측하는 것은 rho 가 아니라 '다른 표현 **이면서** 단독 신호도 있는가' 다"
hw_v12_honest,2026-08-28,720.6,,,2204.9,,,hw_v12(공유분),정정,,"[hw 재생산 · sj 실행] ★공유된 hw_v12_2024.csv 가 **오염돼 있다.** models/hw_v12/build_val2024_pred_v12.py 가 model.fit(..., eval_set=(x_val,y_val), use_best_model=True) 로 **검증 폴드 라벨을 조기 종료에 쓴다.** cowork/sj/three_way/NEXT_PLAN.md 가 정확히 이걸 경고했다 ('정직한이란 채점 fold 를 조기 종료(eval_set)에 쓰지 않았다는 뜻'). 나는 그 파일을 정직한 OOF 로 믿고 팀 결합 판정에 써왔다. 정직본 재생산(eval_set 제거 · league_avg 를 fit 에서만 · 4시드 x 1200반복): val2024 **808.9 -> 720.6 (-88.3, rho 0.9488)** · val2022 **2204.9 신규**. ★val2022 가 생겨 규칙1 비하락 관문을 hw 에 적용할 수 있게 됐다 — '팀원에게 요청할 것' 으로 미뤄뒀던 항목인데 학습 코드가 저장소에 있었다. 결론 영향: hw 는 오염된(부풀려진) 상태에서도 결합 가중 0.00 이었으므로 기각이 **더 강해진다**. cw_v17_base·yn 에는 eval_set 사용이 없다 (yn 은 학습 코드가 없어 검증 자체가 불가)"
sj3way_nv,2026-08-28,826.2,,,2210.5,,,,재현,,"[sj 재현] sj3way 의 val2022 가 없어 §31 팀층 규약(fit2022->eval2024)을 못 돌리고 있었다. ★막힌 이유가 낡은 가드였다 — three_way/src/harness3.py:65 가 BANNED_FOLD=2022 '역신호. 쓰지 않는다' 로 예외를 던진다. 그 정책은 이미 철회됐고(new_val 은 BANNED_FOLDS=(2019,2020,2021)) new_val/three_way/src/run_way.py 는 --folds 인자를 받는다. 두 폴드 각 2분에 생성됐다. 구성: 4 way(middle/reverse/outside/mr) x 900회 x depth8, 포함-배제 결합, 채점 fold 라벨을 early stopping 에 쓰지 않는 strict-forward. ★주의 — 배포본(model/sj/, submit_045 계열, val2024 850.5)과 **다른 구성**이다. 이건 new_val b계열 재현본이라 826.2 로 약간 낮다. 관문 판정의 근사치로만 쓴다"
sj_s31_team,2026-08-28,930.7,,,2469.2,,,cw 단독 921.8,★계기 불일치,,"[sj_final] §31 이 지정한 팀층 규약 fit(2022)->동결->eval(2024) 을 **처음으로 실행**했다 (sj3way_nv 생성으로 막힘 해소). 전원 같은 calib 으로 공평하게. ★결과가 내 월전방분할 판정과 **어긋난다**: cw+sj3way+hw(정직) 930.7 [0.90/0.05/0.05] · cw+hw 928.7 [0.90/0.10] · cw+sj3way 927.2 · cw 단독 921.8. **hw 가 0.05~0.10 의 가중을 받고 +3.5 를 더한다** — 월분할에서는 0.00 이었다. 차이의 원인: 월분할은 **시즌 내부** 전이, §31 은 **시즌 간** 전이다. 배포는 시즌 간이라 §31 이 구조적으로 가깝다. ★그러나 채택하지 않는다: (1) fit 폴드인 2022 는 구조 단절 **이전**이라 2025 레짐이 아니다 (2) 역방향에서는 sj3way 추가가 해롭다(2476.5->2469.2) (3) sj3way_nv 는 배포본과 다른 구성이다. 증거가 갈리므로 제출본 구조를 바꾸지 않는다. **다음 세션 1순위** — 제출 점수가 나오면 그것이 결정자다"
